asm_area_code,customer_code,month,year,pri_ind_bpm_actuals,pri_sales_amount
PUNEN,1896,2,2012,5395762.235,5386889.38
HYDE2,187,4,2012,2446236.199,2601342.88
HARY&,1738,3,2011,0,317760.22
CHEN,314,4,2011,796165.729,909261.07
HARY&,68,9,2011,1363248.729,1501063.96
NER,2008,12,2011,2098054.039,2126498.15
PUNES,1244,5,2011,767826.0349,856518.14
KERA,338,6,2012,1765009.13,1849228.86
PUNES,2588,6,2013,3561002.505,4064978.45
BANG,2495,4,2013,200535.11,233967
EASTM,554,9,2012,1355143.301,1447922.29
HARY&,1209,7,2012,1186592.716,1323202.66
KERA,1384,8,2012,2018588.269,2168268.23
HYDE2,2339,3,2013,636485.7639,742320.15
GUJAN,1321,2,2013,1511805.448,1668944.14
NER,1956,9,2012,909692.6619,937026.72
MUMB2,394,8,2012,22549179.58,22768303.37
GUJAN,1985,9,2012,3685966.284,3932748.6
BANG,1016,11,2013,2929319.925,3412198.97
EASTM,75,2,2013,3456566.462,3740914.48
HARY&,1738,8,2012,384053.1344,419613.6
CENTU,369,9,2013,4149585.458,4482540.99
NAGP,87,7,2013,1421524.265,2089637.83
HYDE2,363,5,2013,1498244.103,1600963.12
NER,221,3,2013,2458774.275,2354298.78
EASTM,1889,3,2013,956595.8108,1026215.09
CENTU,2036,3,2013,159891.1621,177240.96
BIHAW,1960,9,2013,511516.6166,581479.76
MUMB2,482,9,2013,3588156.109,4154630.26
DELHM,1174,4,2013,15126721.58,15915783.16
BENGS,2326,4,2013,1127639.547,1166343.44
BENGN,2354,12,2013,2834252.234,3205190.22
ORIS,1566,6,2013,1522295.039,1768062.06
PUNEN,448,5,2013,4125776.605,4465492.05
ORIS,9,11,2013,1264126.141,1398863.91
PUNEN,1199,5,2013,2023586.944,2280108.97
PUNES,1245,7,2013,1498969.275,1878065.72
PUNEN,1845,11,2013,4128572.841,5197759.8
PUNES,1244,8,2013,1155324.002,1321271.53
WESTU,2155,9,2013,318717.8013,342135.94
WESTU,2014,9,2013,-91142.96797,-133165.82
NAGP,2269,10,2013,6498441.584,6713307.76
WESTU,2103,12,2013,925958.7203,996678.14
MUMB2,482,3,2011,0,3954170.15
PUNJ,419,6,2012,2107682.502,2179412.64
CENTU,2062,12,2012,879235.6065,923515.7
WESTU,1713,4,2012,1001215.181,1060618.62
GUJAN,2349,1,2013,1035431.215,1101334.89
GUJAS,1476,6,2011,3394144.66,3849589.47
PUNJ,1190,5,2011,4920478.798,5637706.7
GUJAS,1920,12,2012,1167350.948,1221100.77
JHAR,1051,5,2012,1242261.731,1343528.79
NAGP,89,3,2012,702952.5605,637496.04
CHEN,106,7,2011,770234.8307,854931.96
HUBL,178,8,2011,3319555.042,3420969.66
EASTU,276,11,2012,1013420.485,1131334.2
VIJA,1094,1,2013,1694472.406,1820729.87
BENGS,1284,1,2013,1407858.957,1490757.17
KOLK,1399,9,2011,2454166.053,2686698.97
WESTU,775,7,2011,2869183.158,3246722.47
EASTM,73,10,2011,3121775.983,3360694.35
ORIS,475,4,2012,2101084.246,2351277.72
KERA,1194,11,2011,2223120.461,2371509.92
BENGN,1008,2,2011,0,1711591.07
BIHAE,533,12,2011,4476271.824,4123557.37
HYDE1,1021,10,2012,14193847.71,15296954.57
BENGN,524,2,2011,0,208985.61
HARY&,65,10,2012,1451489.175,1595251.13
BIHAE,1676,3,2012,6256992.817,5976359.63
BIHAW,1411,6,2012,1302574.428,1336828.08
EASTM,1929,3,2012,413829.743,434724.9
BENGN,25,6,2011,4084675.876,4156038.86
GUJAN,132,1,2011,0,1462033.74
PUNEN,460,4,2011,14112891.34,15237081.07
WESTU,2015,12,2011,779011.0377,776170.42
BENGS,1295,4,2012,9197232.255,9798849.38
ORIS,1436,3,2011,0,794362.12
BIHAE,624,5,2012,3963775.534,4170531.19
GUJAS,138,5,2011,4776750.116,5454703.35
BIHAE,536,3,2011,0,978314.63
HYDE2,252,6,2012,2107858.159,2022369.09
KERA,349,6,2011,2707774.203,3163000.09
CHEN,108,5,2011,1718182.994,1903834.26
NER,1956,10,2011,539561.7781,597140.37
WESTU,2016,12,2012,727829.825,773482.91
BANG,1369,10,2011,928006.8703,914435.04
PUNES,1072,4,2012,1447554.755,1355103.48
DELHM,185,6,2012,-235953.9656,-345068.34
BANG,147,8,2013,7859798.064,8612926
WESTU,961,2,2013,4446277.465,4985366.9
KERA,1194,7,2012,1600055.663,1709279.67
HYDE2,1447,2,2013,7300288.822,7890697.03
BANG,145,10,2013,7133578.131,8291871.98
MUMB2,1317,3,2013,2905378.684,3330354.58
VIJA,341,9,2013,1110178.643,1301664.31
WESTM,990,6,2013,2781282.786,3260034.13
PUNEN,1347,3,2013,798920.1344,887567.54
HYDE2,473,5,2013,2650601.25,2842522.78
EASTU,284,7,2013,635229.3935,714927.38
BANG,2505,11,2013,1413633.043,1743223.03
DELHM,2253,12,2013,16159192.34,17209964.81
HARY&,59,5,2013,964053.0233,1057133.08
VIJA,622,9,2013,1395632.165,1632375.58
PUNEN,1200,7,2013,610801.8125,703672.8
PUNJ,302,7,2013,222985.7621,272556.06
HYDE2,1077,7,2013,1578799.236,1833969.68
MUMB2,297,8,2013,3664609.199,3880027.43
VIJA,2343,12,2013,1531352.215,1932326.56
NER,214,11,2013,1714159.025,1912429.75
PUNES,2324,11,2013,329297.6293,448388
BANG,2457,12,2013,-5205.910811,-8632.91
RAJA,1455,11,2012,3684183.694,3986967.89
MUMB1,56,6,2012,17798905.8,17342180.89
EASTU,1042,5,2012,10929124.71,11652764.22
HYDE2,601,2,2011,0,974781.6
WESTM,990,7,2011,1828939.979,2105125.52
HUBL,1022,1,2013,1451535.429,1575493.72
PUNEN,1347,12,2011,1156908.037,1115759.58
WESTU,1293,1,2011,0,1015771.2
COIM,1578,8,2011,753577.4512,788533.55
RAJA,113,2,2012,2091904.481,2194547.45
NER,559,5,2012,10199050.59,10740993.49
RAJA,120,5,2011,4399433.644,4817895.86
JHAR,345,10,2012,1189558.895,1324515.56
WESTU,1293,2,2011,0,1512141.35
WESTU,2015,3,2012,128474.2871,140596.72
MUMB2,2244,10,2012,10792565.38,11477787.69
NAGP,2332,12,2012,1000917.579,1028698.6
VIJA,1674,3,2012,852978.3712,820453.3
BENGS,768,10,2012,2542425.645,2842000.4
ORIS,748,5,2011,657914.5775,758387.25
BENGS,649,1,2011,0,1350070.69
EASTU,275,11,2012,843572.5014,911629.78
WESTU,729,1,2012,3075240.032,3372876.18
MUMB2,456,11,2012,238750.9425,274535.94
EASTU,284,10,2012,723104.9093,788349.24
GUJAS,1601,5,2011,1059747.893,1257175.54
PUNEN,1419,1,2013,421338.2127,432069.5
NAGP,1090,1,2013,4792493.706,5166354.62
HYDE1,1891,1,2012,13003884.64,12434423.27
BENGN,24,6,2012,387695.7518,409785.54
MUMB2,394,2,2011,0,28649958.28
DELHM,1980,9,2011,9223849.727,10085920.33
HARY&,68,1,2012,531165.0404,537395.84
PUNEN,1845,8,2011,5495240.179,6113357.94
ORIS,1927,10,2012,954871.1288,1092737.03
HARY&,1743,1,2013,1277284.905,1463385
JHAR,542,1,2012,337438.7055,324694.47
CENTU,2002,3,2012,231302.0498,239604.56
HYDE1,2641,8,2013,7809516.743,9075735.35
CENTU,2036,6,2012,587740.0337,638243.5
NER,559,1,2012,8080654.816,7659694.8
PUNEN,1575,3,2011,0,386850.14
COIM,1170,5,2012,448897.0224,467235.7
WESTM,2461,12,2012,1168066.074,1276542.5
DELHM,1809,6,2011,1891994.017,2154095.38
EASTM,335,6,2012,2428178.54,2554849.06
NAGP,95,9,2011,2094363.829,2333589.22
BENGS,2,4,2011,5935089.829,6474269.14
BIHAE,536,11,2012,1061165.679,1137797.57
NAGP,87,4,2012,2009815.393,2356753.92
GUJAS,1476,10,2011,1719676.197,1897722.6
BANG,344,4,2012,10520031.13,10628954.3
HYDE1,2282,11,2012,7675455.071,8348999.41
BENGN,1904,1,2013,170374.3188,189696.74
PUNEN,1189,1,2011,0,1188936.38
COIM,862,4,2012,7945115.461,8280254.84
BIHAW,1365,8,2011,1509706.018,1605160.32
MUMB2,482,4,2011,5859330.256,6429228.03
PUNJ,1147,3,2012,508942.1058,501653.54
VIJA,354,2,2012,1218279.494,1128088.56
KERA,1384,7,2012,798335.823,870592.52
KERA,152,5,2011,3960796.066,4375661.16
BIHAE,624,11,2011,4697974.921,4607815.76
CHEN,1178,10,2011,1654640.901,1696227.05
BENGS,1357,9,2012,1126228.308,1199816.96
PUNEN,1347,8,2011,690138.8173,742917.35
HYDE2,187,12,2012,1246150.848,1300767.5
HUBL,180,1,2012,6119077.125,5675248.45
NAGP,99,6,2012,11862614.69,11619122.72
BENGS,451,3,2012,395134.8169,427206.49
VIJA,359,3,2011,0,1531231.24
KOLK,1439,7,2011,1164312.043,1317968.44
PUNES,1067,9,2011,3770941.498,4223587.72
BENGS,343,8,2011,1143409.892,1255928.16
GUJAS,1006,12,2011,3077593.021,3285149.24
BENGS,23,3,2011,0,385660.5
PUNJ,236,12,2012,1308109.247,1440059.48
BIHAE,1297,1,2011,0,920966.24
CHEN,1178,6,2011,3214136.9,3553567.79
WESTM,271,5,2011,1626799.459,1903242.37
NAGP,94,6,2012,1979114.011,2086490.69
NER,384,8,2011,1255926.024,1391562.11
HUBL,1844,11,2011,2884668.676,2849521.66
KERA,563,4,2012,735937.9111,790470.5
DELHM,1316,2,2011,0,4372371.42
PUNEN,1690,4,2011,6394646.649,6916759.71
PUNEN,1322,4,2012,275777.5614,258980.48
WESTU,1915,5,2012,709769.7443,795884.5
EASTM,613,1,2012,2637260.938,2974336.07
PUNEN,460,10,2012,17630042.93,18101600.19
GUJAS,997,4,2013,1292696.727,1377786.95
KERA,1148,8,2013,993247.9844,1102080.79
EASTU,1044,5,2013,829092.3712,962296.26
COIM,873,11,2011,766021.3481,742028.36
BENGN,802,8,2012,1362601.756,1488208.12
BENGS,1257,5,2012,1967879.641,2377496.12
KERA,1148,5,2012,950665.8632,1025863.7
HARY&,1722,5,2012,1588825.81,1744878.32
GUJAS,1570,11,2011,2876185.202,3089431.55
WESTU,2064,5,2012,585710.1822,660098.82
CHEN,440,4,2012,5357871.254,5451015.76
BIHAE,1413,8,2012,1178302.548,1258543.27
EASTM,374,2,2011,0,3496694.96
HUBL,41,3,2011,0,2166144.12
MUMB1,1392,10,2012,26817861.19,28222070.44
PUNEN,1322,1,2011,0,317031.22
RAJA,1228,6,2011,1468240.587,1626729.61
BIHAE,533,4,2012,5835036.064,5910921.15
COIM,1193,3,2012,1489443.627,1468008.94
PUNES,327,9,2012,1162548.614,1179358.84
GUJAS,997,8,2011,741646.2392,802149.86
COIM,1249,3,2011,0,1372650.53
EASTM,69,6,2012,2267172.896,2269372.57
COIM,1249,12,2012,2625949.141,2708465.01
BENGS,649,6,2012,1495851.058,1532921.72
MUMB2,1603,5,2012,12515007.17,12754467.05
KERA,582,8,2011,1160584.627,1307113.77
JHAR,957,1,2012,2674163.108,2903032.19
MUMB2,294,10,2011,2479556.942,2552005.78
BIHAE,534,12,2011,2418009.312,2263766.27
ORIS,475,2,2013,1371792.37,1550277.57
EASTM,73,2,2013,4215150.497,4273700.08
EASTM,75,8,2012,2357891.027,2433629.72
RAJA,1228,7,2012,547557.3176,596778.86
EASTM,69,7,2012,1457838.368,1551933.61
BIHAW,1872,3,2013,526193.0074,591216.17
CHEN,1664,8,2012,-346774.6009,-416959.36
HARY&,2486,9,2013,1777097.578,1936044.64
VIJA,47,9,2013,2137191.807,2432162.29
BENGS,1543,4,2013,1678964.236,1685936.78
COIM,556,8,2013,925031.3282,1004905.41
HYDE2,1933,8,2013,3191379.077,3690652.03
HYDE2,869,5,2013,2432262.593,2732365.76
PUNJ,238,7,2013,480216.1536,558088.87
EASTM,1822,9,2013,1290272.668,1387836.83
BENGS,1284,6,2013,1149982.738,1319963.76
GUJAS,1920,5,2013,923722.4925,1033634.91
HUBL,1430,5,2013,3164246.002,3525622.65
PUNES,2588,5,2013,3687651.273,4076997.58
CENTU,2612,6,2013,584122.9891,703349.43
JHAR,31,11,2013,1819177.153,2168405.71
BIHAW,1360,10,2013,4353126.929,4914914.19
PUNES,81,8,2013,6229384.403,7476011.82
MUMB2,299,10,2013,6526088.696,7558086.74
NER,220,9,2013,2014362.944,2263064.73
WESTU,846,9,2013,731980.018,803070.42
GUJAN,1101,12,2013,2606337.805,3264163.14
RAJA,2341,12,2013,1052961.556,1128421.12
MUMB2,482,11,2012,3577213.346,3729157.61
PUNEN,2348,1,2013,1058749.411,1135745.62
BANG,2457,1,2013,795882.8585,835563.78
CENTU,645,12,2012,1013778.687,1058297.28
PUNES,83,4,2012,2767901.197,2622552.18
HYDE2,255,6,2012,1575476.444,1539959.23
BIHAE,803,8,2011,761109.6786,841860.09
HYDE1,1176,11,2012,1732411.476,1809503.88
JHAR,2342,10,2012,1809371.78,1988849
NER,243,5,2011,2467100.491,2848539.86
ORIS,625,9,2011,1794745.922,1997817.75
PUNJ,230,12,2011,1006492.755,1004082.83
HUBL,180,3,2013,3981267.266,4537097.42
EASTM,335,6,2013,2599813.471,2929586.53
HYDE1,1891,3,2013,7715069.418,9258712.75
EASTU,278,3,2013,661610.4493,733792.84
CHEN,2069,8,2013,2963728.962,3429486.62
EASTU,275,9,2012,1724781.392,1860873.05
RAJA,114,12,2013,7536891.925,8243419.36
PUNEN,1322,2,2013,270281.8489,274261.47
CENTU,1996,12,2013,980647.491,1080335.42
BENGS,2433,12,2013,1141756.419,1173673.51
NAGP,97,7,2013,2257026.593,2766411.58
VIJA,1094,5,2013,1605435.149,1891951.43
BENGS,23,8,2013,1743373.067,2108265.49
EASTU,1203,7,2013,4003429.498,4627111.88
ORIS,356,3,2013,1473233.557,1724914.1
VIJA,1987,11,2013,3748561.59,4648372.25
KERA,1353,9,2013,1061658.687,1194938.1
NER,239,5,2013,554673.6734,635113.68
HUBL,427,5,2013,1314953.851,1456074.11
PUNEN,2348,7,2013,907040.4278,1087151.62
GUJAS,1476,7,2013,3561707.839,3874459.39
KERA,159,6,2013,1137112.837,1264411.68
DELHM,591,7,2013,3582520.159,4123136.6
HUBL,2012,8,2013,4416567.273,4770905.79
CHEN,1882,11,2013,863429.8191,1076181.24
HARY&,2334,8,2013,300060.6232,326138.77
PUNJ,236,12,2013,956321.5828,1092284.88
BENGS,2326,12,2013,-574745.4105,-750711.06
PUNJ,237,11,2012,863032.5939,956361.78
MUMB1,1243,4,2012,10425025.9,10467373.27
VIJA,1000,6,2012,4463642.976,4405797.83
EASTM,374,7,2011,2663699.734,2998289.5
BENGN,996,5,2012,8050365.366,9002324.79
MUMB1,1677,3,2011,0,13276236.57
ORIS,475,4,2011,2028064.901,2255688.39
GUJAN,1302,9,2011,4345460.813,4550218.75
NER,1886,5,2011,1445948.49,1645288.99
PUNES,1102,2,2011,0,2183364.99
NER,559,7,2011,6823593.216,7474412.83
VIJA,359,5,2011,1535980.821,1733160.68
KERA,349,5,2011,3346135.123,3708224.38
HARY&,393,7,2012,2813854.87,3077185.48
PUNES,1238,6,2012,2435290.996,2381099.26
NAGP,99,4,2011,16650921.7,18217699.29
DELHM,591,1,2013,4174224.874,4745700.83
RAJA,1938,1,2013,994431.2009,1072585.28
NER,648,11,2012,970466.7611,1049043.88
EASTM,1929,5,2012,1654295.078,1913863.5
NER,273,2,2012,368177.1133,379338.93
PUNEN,448,4,2012,6029889.992,5930111.71
KERA,582,7,2011,981866.3496,1139256.16
MUMB1,1536,1,2012,9112469.827,9274372.35
EASTM,69,11,2011,1945810.053,2133051.32
CHEN,1356,2,2011,0,572203.47
WESTU,465,10,2011,3087722.654,3360631.15
KERA,153,5,2012,1038737.237,1105903.77
CENTU,645,4,2011,1160333.1,1253551.23
PUNEN,326,3,2012,305303.8327,319972.18
BIHAE,1274,6,2011,1156238.314,1184015.78
HYDE1,442,8,2012,1587274.209,1631107.58
EASTM,71,9,2011,3417579.795,3659644.64
VIJA,372,12,2012,3403474.792,3620651.98
GUJAS,607,2,2012,2080462.706,2142136.9
BENGS,1558,2,2011,0,2323590.19
ORIS,12,3,2012,300857.8199,322814.87
NAGP,97,11,2012,1703806.199,1725138.58
VIJA,44,5,2012,1422361.896,1391735.21
HUBL,40,5,2011,1441171.262,1573687.66
VIJA,455,11,2012,3793649.08,3980530.82
EASTM,1733,1,2013,10527591.01,11008638.82
VIJA,2343,1,2013,1053427.683,1126528.46
NER,273,6,2011,240952.0123,250453.8
BIHAE,539,6,2012,5147690.41,5238699.92
PUNES,2192,8,2012,1123080.413,1131689.03
GUJAS,1601,1,2011,0,1290431.08
BIHAE,624,2,2011,0,3069099.6
GUJAN,139,9,2011,-149857.5862,-176077.24
BIHAW,1360,7,2012,2593697.034,2839385.76
KOLK,1832,2,2011,0,3391108.73
CHEN,440,1,2011,0,3601588.72
CENTU,1139,3,2012,885752.1162,937827.06
COIM,1249,5,2011,2036894.275,2281294.88
JHAR,540,10,2011,846054.5985,914883.45
HUBL,976,3,2012,3233172.085,2897075.31
RAJA,125,9,2011,818968.1554,862452.53
KERA,1172,1,2012,473890.6689,496087.29
BENGS,1284,6,2011,2202696.017,2232218.51
ORIS,1359,12,2011,5159817.145,5398528.05
BIHAW,1360,9,2012,4724099.804,5000509.8
WESTU,834,12,2012,1790366.021,1923702.39
HUBL,40,11,2011,1827851.22,1831498.14
CENTU,325,9,2012,717237.6543,786375.06
CENTU,369,2,2012,3049464.671,3309623.23
PUNJ,1190,4,2012,9298621.382,9629284.64
KERA,1039,8,2011,4193377.515,4528956.8
VIJA,1893,11,2011,1591679.555,1579602.29
HYDE2,1337,6,2011,1021644.817,1129865.41
NER,1672,3,2011,0,420796.96
BENGN,620,7,2011,1169391.919,1289865.93
PUNEN,332,5,2012,548261.4024,573516.1
BANG,1154,10,2012,1106303.954,1167274.94
ORIS,1730,2,2011,0,5791837.92
HYDE2,1381,7,2011,4143616.219,4595363.38
VIJA,42,7,2013,619721.1774,760686.46
EASTU,774,7,2013,1261499.248,1439058.49
BENGN,1904,6,2012,122220.253,142121.46
JHAR,1766,7,2012,2180861.538,2380156.02
VIJA,1987,4,2013,4818751.143,5532626.98
PUNES,1343,3,2013,945523.1751,1053658.05
BANG,2457,2,2013,435048.6106,452373.92
NER,1840,2,2013,705713.4264,743995.84
HUBL,2318,10,2013,799197.5883,985771.06
GUJAS,1164,5,2013,5903177.733,6382837.02
EASTU,1044,2,2013,1745623.382,1915246.82
PUNEN,330,3,2013,459216.4059,511301.08
BANG,2290,3,2013,1205857.96,1376684.35
NAGP,2269,6,2013,1308922.397,1520704.14
EASTM,554,9,2013,1851328.404,2005296.96
BANG,1369,11,2013,1906228.324,2406284.84
HUBL,1022,6,2013,1021137.045,1173088.05
BANG,2465,2,2013,1698862.014,1780151.09
JHAR,1745,3,2013,677530.5021,779660.93
JHAR,1819,12,2013,726893.5727,805527.35
PUNES,1608,6,2013,2633137.933,2992112.98
HUBL,1844,3,2013,1901221.734,2147798.23
GUJAN,1804,6,2013,8619868.678,10002467.93
GUJAS,1164,11,2013,9892036.637,11419466.99
WESTU,1437,6,2013,1526532.971,1770607.91
JHAR,345,6,2013,1060964.355,1196844.6
VIJA,354,10,2013,670975.0973,844319.42
GUJAS,607,10,2013,990839.3273,1197135.4
RAJA,2355,12,2013,1263194.032,1353008.3
PUNEN,960,12,2013,2841941.396,3619233.8
GUJAN,137,11,2012,2212059.118,2424038.99
HYDE1,188,5,2012,8380155.358,8183309.94
JHAR,395,11,2011,1934749.861,1970934.99
BIHAE,803,3,2012,654212.2839,651116.64
BIHAW,1411,9,2012,866203.4309,893309.69
BENGS,1257,2,2011,0,1857415.97
KERA,1207,10,2011,2312061.544,2487145.4
BENGS,19,6,2011,1749923.938,1725412.72
RAJA,1939,6,2012,8024861.263,8204910.57
WESTM,262,7,2011,1008088.799,1160628.8
BIHAE,1676,4,2012,18608179.19,19278541.85
PUNEN,1200,10,2011,1429008.556,1449956.13
GUJAN,1101,10,2012,868001.8971,943337.92
HYDE2,1726,3,2012,2624954.727,2478083.08
HYDE2,1562,2,2012,1473073.669,1386734.11
CENTU,2062,12,2011,822257.2517,845129.02
NER,1306,6,2012,3655764.065,3817256.06
HYDE2,1447,5,2012,6186328.062,5993540.52
HYDE1,1891,12,2012,10221634.51,10904891.01
PUNJ,238,5,2011,486803.8746,554609.02
BANG,1756,6,2011,3902993.824,4171817.05
HUBL,1621,3,2011,0,1336615.13
CHEN,104,1,2012,701834.5437,697441.04
WESTU,775,11,2011,8224312.004,9030366.81
BANG,1723,10,2011,5729154.991,5662063.42
PUNES,1067,12,2011,5615671.159,5666130.32
HYDE2,255,12,2012,1231300.148,1308651.62
ORIS,13,7,2011,544360.996,624262.92
EASTM,613,7,2011,1390887.472,1578227.77
CHEN,375,10,2012,4489448.317,5216039.77
KERA,154,6,2012,1062049.881,1134109.53
PUNJ,1524,3,2013,4325127.775,5181921.85
BIHAE,539,8,2012,4483607.314,4668508.21
CHEN,1428,9,2012,3090602.889,3275625.55
HYDE2,1593,3,2013,507117.856,589568.04
HYDE2,254,8,2012,1007062.731,1045005.32
WESTM,2132,2,2013,1962630.883,2202760.68
HYDE2,1653,11,2013,2059577.736,2632387.78
WESTU,2155,9,2012,295497.4121,311091.92
HYDE1,1021,9,2012,15703071.33,16835560.59
GUJAN,636,7,2013,3149836.158,3590097.51
CENTU,2048,4,2013,1154266.99,1210985.32
PUNES,2324,7,2013,673824.6484,875137.42
RAJA,2341,11,2013,752831.5597,831638.5
EASTM,1733,3,2013,10898743.27,11663208.41
DELHM,1276,4,2013,8756265.73,10023918.29
VIJA,48,9,2013,1606944.919,1848517.2
DELHM,1316,5,2013,7842217.744,9072693.1
KERA,154,11,2013,843879.8494,986261.88
BIHAW,1872,4,2013,1455372.578,1539119.64
WESTU,167,6,2013,3752307.563,4269931.4
VIJA,1390,5,2013,1040938.178,1154330.88
HARY&,68,6,2013,869577.3412,1051035.01
NER,274,5,2013,747751.4004,805171.18
HUBL,2315,8,2013,1084146.497,1171668.62
NER,221,8,2013,3488151.23,3869358.06
RAJA,1938,6,2013,1059759.672,1175921.06
NAGP,98,8,2013,5047479.411,5586605.96
CENTU,2666,7,2013,156928.0851,186574.64
BANG,2506,7,2013,374397.1147,440867.59
VIJA,1094,7,2013,1148943.274,1368457.91
WESTU,834,10,2013,861820.2338,981519.61
HARY&,62,10,2013,745584.0396,853321.6
PUNJ,302,11,2013,420815.7657,495864.81
EASTU,522,11,2013,5078837.345,5761909.88
CENTU,280,10,2013,582364.2152,630586.5
BANG,147,5,2011,8335104.424,9021561.06
CENTU,280,5,2012,1570702.701,1725818.04
PUNES,1067,5,2011,4459334.359,5090609.94
BANG,1756,2,2012,4096282.968,3973334.41
PUNES,1122,12,2011,792600.3466,780352.86
GUJAN,1448,12,2011,4383216.85,4614338.24
HYDE2,257,11,2012,1534864.465,1579140.85
BENGN,1008,4,2011,2078895.505,2159135.31
HUBL,976,6,2011,5530329.607,5679319.53
PUNJ,235,11,2012,100133.5223,111030.53
JHAR,541,3,2011,0,678197.38
CENTU,645,10,2011,530448.0391,575066.37
JHAR,2408,12,2012,1521024.895,1685331.23
HARY&,1743,10,2011,1558771.254,1703327.63
CHEN,106,11,2011,894647.4167,899509.57
BIHAW,34,6,2012,1717523.501,1774735.2
PUNES,328,12,2012,1195725.32,1199265
BANG,1369,4,2011,1084647.855,1149665.34
PUNEN,1575,11,2012,646268.6306,659496.18
KOLK,1832,11,2012,747089.8536,834469.57
BENGN,25,11,2012,2079443.668,2279725.08
GUJAN,1321,1,2013,1377797.353,1483717.4
CENTU,967,1,2013,2883136.97,3200218.07
NER,1886,4,2011,2023197.438,2172873.06
KERA,1172,11,2011,503192.0831,543935.73
NER,1606,9,2011,1175294.326,1250406.63
MUMB2,456,12,2011,644362.767,662874.86
ORIS,1566,10,2012,2833479.995,3117898.1
PUNES,1067,11,2011,4295726.207,4388179.76
NER,648,2,2012,1653433.525,1752277.12
PUNES,530,9,2011,2594415.396,2894685.86
VIJA,50,9,2012,819187.1282,871202.57
BENGS,1401,10,2012,614748.9011,689296.06
RAJA,121,3,2012,436116.4189,451096.08
BENGS,1257,4,2012,3959991.595,4722140.46
WESTU,306,6,2012,1821095.33,1908770.54
VIJA,865,2,2012,1603850.655,1493057.15
NER,215,1,2011,0,675563.92
BIHAW,535,12,2011,14683189.91,14046924.23
BANG,1981,1,2012,2930186.573,2808540.03
HYDE2,1593,5,2012,922527.3211,876384.9
NER,1855,3,2012,2893221.918,3032812.06
HYDE1,1021,12,2012,15289551.26,16287234.12
NAGP,93,6,2012,4319234.236,4389134.89
JHAR,1745,4,2012,3332070.304,3625720.95
VIJA,1094,12,2011,2219583.661,2170378.21
HARY&,64,6,2011,1757368.879,1972325.74
ORIS,475,5,2012,967064.5651,1094699.44
HUBL,963,8,2012,1810066.648,1776108.12
PUNES,403,12,2011,6016889.623,5974242.02
VIJA,341,3,2011,0,386019.62
BENGN,996,10,2011,5288513.99,5773710.02
DELHM,1980,10,2012,6154284.895,6826282.05
NER,384,6,2011,1814832.037,2016839.36
EASTU,283,4,2012,1527291.828,1576313.96
GUJAN,1448,11,2011,3600869.217,4029100.58
HYDE1,1892,10,2012,-180112.6788,-217829
NER,1724,8,2012,4510065.975,4418102.01
VIJA,860,1,2013,633560.3336,669740.32
HARY&,1567,3,2011,0,1895066.48
BENGS,22,7,2011,1611493.259,1754499.69
RAJA,122,10,2011,1472105.757,1576354.67
MUMB2,1878,5,2012,14449900.94,13711656.28
CHEN,595,9,2011,5556485.848,5855685.53
KERA,582,9,2012,801866.1261,896899.47
CENTU,433,9,2012,9140253.793,9832376.11
VIJA,1403,8,2012,-335896.5926,-416160.48
VIJA,1390,10,2013,669894.5714,842193.48
MUMB2,1489,9,2012,2807184.764,2858749.87
BENGN,1854,9,2012,5556800.277,5537389.64
KOLK,1832,2,2013,-220965.3893,-296748.93
KERA,421,6,2011,2671909.189,3062840.55
WESTU,168,5,2011,1633926.086,1953249.24
WESTU,168,6,2011,1112671.429,1253428.13
HARY&,424,6,2011,7154380.896,8021634.06
KERA,879,2,2011,0,1829652.53
VIJA,860,2,2012,977845.9976,896634.4
VIJA,622,11,2012,1226161.944,1300397.17
PUNEN,326,1,2013,707191.7438,748324.89
COIM,160,5,2011,1010340.457,1145684.64
CHEN,440,3,2012,2403588.453,2414978.91
EASTU,2013,3,2012,142553.0846,151679.68
HARY&,68,6,2011,934446.1711,1057861.56
VIJA,1530,6,2011,7508237.84,8397495.61
PUNJ,958,9,2011,498489.2625,524456.71
HYDE2,363,12,2012,1239958.977,1305232.27
PUNEN,1189,2,2011,0,2592733.72
CENTU,369,2,2011,0,3659026.49
DELHM,1276,9,2011,9982116.952,11089590.67
NER,243,11,2011,3202723.318,3135676.15
EASTM,1929,9,2011,1626684.674,1849635.74
PUNES,291,1,2011,0,898024.1
MUMB1,1392,6,2011,31123453.04,33812796.88
GUJAS,1111,4,2012,1188867.472,1247354.17
COIM,1578,2,2011,0,1320462.9
CHEN,375,4,2011,4627453.362,5549908.6
RAJA,114,4,2011,14434202.12,16040407.22
NAGP,97,2,2011,0,4698268.87
HARY&,424,10,2011,6619523.636,7153361.61
KERA,1371,4,2012,2155334.515,2320278.16
EASTU,1042,11,2011,10809641.14,11759128.62
GUJAS,138,10,2012,4518325.704,4805490.27
ORIS,1730,1,2011,0,3738095.56
PUNEN,77,7,2011,4934690.104,5560075.81
GUJAS,289,7,2011,762253.9588,877146.63
GUJAN,470,8,2011,2107345.695,2316913.62
NER,1956,3,2012,337970.6,371792.52
WESTU,166,1,2011,0,499520.04
PUNEN,80,5,2011,577696.5182,638478.72
CHEN,1664,1,2012,2241214.885,2233906.03
ORIS,1436,11,2011,1727192.224,1895623.51
